H|182789|03-JUL-2017|1198295|DT|P|F
P|P|03-JUL-2017|5|0|PQQC|-4.7
P|P|03-JUL-2017|5|0|PQSK|-4.7
P|P|03-JUL-2017|5|0|PQXY|-4.7
P|P|03-JUL-2017|6|0|MBSI|-4.8
P|P|03-JUL-2017|6|0|MISI|21
P|P|03-JUL-2017|6|0|MNSI|20
P|P|03-JUL-2017|6|0|NYSI|10
P|P|03-JUL-2017|6|0|ONZN|-4.8
P|P|03-JUL-2017|6|0|PQAT|-4.8
P|P|03-JUL-2017|6|0|PQBE|-4.8
P|P|03-JUL-2017|6|0|PQDA|-4.8
P|P|03-JUL-2017|6|0|PQDZ|-4.8
P|P|03-JUL-2017|6|0|PQHA|-4.8
P|P|03-JUL-2017|6|0|PQHZ|-4.8
P|P|03-JUL-2017|6|0|PQPC|-4.8
P|P|03-JUL-2017|6|0|PQQC|-4.8
P|P|03-JUL-2017|6|0|PQSK|-4.8
P|P|03-JUL-2017|6|0|PQXY|-4.8
P|P|03-JUL-2017|7|0|MBSI|-4.4
P|P|03-JUL-2017|7|0|MISI|23.2
P|P|03-JUL-2017|7|0|MNSI|20
P|P|03-JUL-2017|7|0|NYSI|9.46
P|P|03-JUL-2017|7|0|ONZN|-4.4
P|P|03-JUL-2017|7|0|PQAT|-4.4
P|P|03-JUL-2017|7|0|PQBE|-4.4
P|P|03-JUL-2017|7|0|PQDA|-4.4
P|P|03-JUL-2017|7|0|PQDZ|-4.4
P|P|03-JUL-2017|7|0|PQHA|-4.4
P|P|03-JUL-2017|7|0|PQHZ|-4.4
P|P|03-JUL-2017|7|0|PQPC|-4.4
P|P|03-JUL-2017|7|0|PQQC|-4.4
P|P|03-JUL-2017|7|0|PQSK|-4.4
P|P|03-JUL-2017|7|0|PQXY|-4.4
P|P|03-JUL-2017|8|0|MBSI|-3
P|P|03-JUL-2017|8|0|MISI|30
P|P|03-JUL-2017|8|0|MNSI|20
P|P|03-JUL-2017|8|0|NYSI|9.61
P|P|03-JUL-2017|8|0|ONZN|-3
P|P|03-JUL-2017|8|0|PQAT|-3
P|P|03-JUL-2017|8|0|PQBE|-3
P|P|03-JUL-2017|8|0|PQDA|-3
P|P|03-JUL-2017|8|0|PQDZ|-3
P|P|03-JUL-2017|8|0|PQHA|-3
P|P|03-JUL-2017|8|0|PQHZ|-3
P|P|03-JUL-2017|8|0|PQPC|-3
P|P|03-JUL-2017|8|0|PQQC|-3
P|P|03-JUL-2017|8|0|PQSK|-3
P|P|03-JUL-2017|8|0|PQXY|-3
P|P|03-JUL-2017|9|0|MBSI|-.01
P|P|03-JUL-2017|9|0|MISI|30.6
P|P|03-JUL-2017|9|0|MNSI|24
P|P|03-JUL-2017|9|0|NYSI|12.5
P|P|03-JUL-2017|9|0|ONZN|-.01
P|P|03-JUL-2017|9|0|PQAT|-.01
P|P|03-JUL-2017|9|0|PQBE|-.01
P|P|03-JUL-2017|9|0|PQDA|-.01
P|P|03-JUL-2017|9|0|PQDZ|-.01
P|P|03-JUL-2017|9|0|PQHA|-.01
P|P|03-JUL-2017|9|0|PQHZ|-.01
P|P|03-JUL-2017|9|0|PQPC|-.01
P|P|03-JUL-2017|9|0|PQQC|-.01
P|P|03-JUL-2017|9|0|PQSK|-.01
P|P|03-JUL-2017|9|0|PQXY|-.01
P|P|03-JUL-2017|10|0|MBSI|-.01
P|P|03-JUL-2017|10|0|MISI|37.36
P|P|03-JUL-2017|10|0|MNSI|26
P|P|03-JUL-2017|10|0|NYSI|12.5
P|P|03-JUL-2017|10|0|ONZN|-.01
P|P|03-JUL-2017|10|0|PQAT|-.01
P|P|03-JUL-2017|10|0|PQBE|-.01
P|P|03-JUL-2017|10|0|PQDA|-.01
P|P|03-JUL-2017|10|0|PQDZ|-.01
P|P|03-JUL-2017|10|0|PQHA|-.01
P|P|03-JUL-2017|10|0|PQHZ|-.01
P|P|03-JUL-2017|10|0|PQPC|-.01
P|P|03-JUL-2017|10|0|PQQC|-.01
P|P|03-JUL-2017|10|0|PQSK|-.01
P|P|03-JUL-2017|10|0|PQXY|-.01
P|P|03-JUL-2017|11|0|MBSI|0
P|P|03-JUL-2017|11|0|MISI|38.89
P|P|03-JUL-2017|11|0|MNSI|27
P|P|03-JUL-2017|11|0|NYSI|6.2
P|P|03-JUL-2017|11|0|ONZN|0
P|P|03-JUL-2017|11|0|PQAT|0
P|P|03-JUL-2017|11|0|PQBE|0
P|P|03-JUL-2017|11|0|PQDA|0
P|P|03-JUL-2017|11|0|PQDZ|0
P|P|03-JUL-2017|11|0|PQHA|0
P|P|03-JUL-2017|11|0|PQHZ|0
P|P|03-JUL-2017|11|0|PQPC|0
P|P|03-JUL-2017|11|0|PQQC|0
P|P|03-JUL-2017|11|0|PQSK|0
P|P|03-JUL-2017|11|0|PQXY|0
P|P|03-JUL-2017|12|0|MBSI|0
P|P|03-JUL-2017|12|0|MISI|43.37
P|P|03-JUL-2017|12|0|MNSI|30
P|P|03-JUL-2017|12|0|NYSI|14.66
P|P|03-JUL-2017|12|0|ONZN|0
P|P|03-JUL-2017|12|0|PQAT|0
P|P|03-JUL-2017|12|0|PQBE|0
P|P|03-JUL-2017|12|0|PQDA|0
P|P|03-JUL-2017|12|0|PQDZ|0
P|P|03-JUL-2017|12|0|PQHA|0
P|P|03-JUL-2017|12|0|PQHZ|0
P|P|03-JUL-2017|12|0|PQPC|0
P|P|03-JUL-2017|12|0|PQQC|0
P|P|03-JUL-2017|12|0|PQSK|0
P|P|03-JUL-2017|12|0|PQXY|0
P|P|03-JUL-2017|13|0|MBSI|0
P|P|03-JUL-2017|13|0|MISI|45.28
P|P|03-JUL-2017|13|0|MNSI|30
P|P|03-JUL-2017|13|0|NYSI|24.66
P|P|03-JUL-2017|13|0|ONZN|0
P|P|03-JUL-2017|13|0|PQAT|0
P|P|03-JUL-2017|13|0|PQBE|0
P|P|03-JUL-2017|13|0|PQDA|0
P|P|03-JUL-2017|13|0|PQDZ|0
P|P|03-JUL-2017|13|0|PQHA|0
P|P|03-JUL-2017|13|0|PQHZ|0
P|P|03-JUL-2017|13|0|PQPC|0
P|P|03-JUL-2017|13|0|PQQC|0
P|P|03-JUL-2017|13|0|PQSK|0
P|P|03-JUL-2017|13|0|PQXY|0
P|P|03-JUL-2017|14|0|MBSI|-3
P|P|03-JUL-2017|14|0|MISI|40.59
P|P|03-JUL-2017|14|0|MNSI|37
P|P|03-JUL-2017|14|0|NYSI|25
P|P|03-JUL-2017|14|0|ONZN|-3
P|P|03-JUL-2017|14|0|PQAT|-3
P|P|03-JUL-2017|14|0|PQBE|-3
P|P|03-JUL-2017|14|0|PQDA|-3
P|P|03-JUL-2017|14|0|PQDZ|-3
P|P|03-JUL-2017|14|0|PQHA|-3
P|P|03-JUL-2017|14|0|PQHZ|-3
P|P|03-JUL-2017|14|0|PQPC|-3
P|P|03-JUL-2017|14|0|PQQC|-3
P|P|03-JUL-2017|14|0|PQSK|-3
P|P|03-JUL-2017|14|0|PQXY|-3
P|P|03-JUL-2017|15|0|MBSI|0
P|P|03-JUL-2017|15|0|MISI|38.2
P|P|03-JUL-2017|15|0|MNSI|25
P|P|03-JUL-2017|15|0|NYSI|22
P|P|03-JUL-2017|15|0|ONZN|0
P|P|03-JUL-2017|15|0|PQAT|0
P|P|03-JUL-2017|15|0|PQBE|0
P|P|03-JUL-2017|15|0|PQDA|0
P|P|03-JUL-2017|15|0|PQDZ|0
P|P|03-JUL-2017|15|0|PQHA|0
P|P|03-JUL-2017|15|0|PQHZ|0
P|P|03-JUL-2017|15|0|PQPC|0
P|P|03-JUL-2017|15|0|PQQC|0
P|P|03-JUL-2017|15|0|PQSK|0
P|P|03-JUL-2017|15|0|PQXY|0
P|P|03-JUL-2017|16|0|MBSI|6.08
P|P|03-JUL-2017|16|0|MISI|84.29
P|P|03-JUL-2017|16|0|MNSI|50
P|P|03-JUL-2017|16|0|NYSI|23.67
P|P|03-JUL-2017|16|0|ONZN|6.08
P|P|03-JUL-2017|16|0|PQAT|6.08
P|P|03-JUL-2017|16|0|PQBE|6.08
P|P|03-JUL-2017|16|0|PQDA|6.08
P|P|03-JUL-2017|16|0|PQDZ|6.08
P|P|03-JUL-2017|16|0|PQHA|6.08
P|P|03-JUL-2017|16|0|PQHZ|6.08
P|P|03-JUL-2017|16|0|PQPC|6.08
P|P|03-JUL-2017|16|0|PQQC|6.08
P|P|03-JUL-2017|16|0|PQSK|6.08
P|P|03-JUL-2017|16|0|PQXY|6.08
P|P|03-JUL-2017|17|0|MBSI|13
P|P|03-JUL-2017|17|0|MISI|80
P|P|03-JUL-2017|17|0|MNSI|35
P|P|03-JUL-2017|17|0|NYSI|18.66
P|P|03-JUL-2017|17|0|ONZN|13
P|P|03-JUL-2017|17|0|PQAT|13
P|P|03-JUL-2017|17|0|PQBE|13
P|P|03-JUL-2017|17|0|PQDA|13
P|P|03-JUL-2017|17|0|PQDZ|13
P|P|03-JUL-2017|17|0|PQHA|13
P|P|03-JUL-2017|17|0|PQHZ|13
P|P|03-JUL-2017|17|0|PQPC|13
P|P|03-JUL-2017|17|0|PQQC|13
P|P|03-JUL-2017|17|0|PQSK|13
P|P|03-JUL-2017|17|0|PQXY|13
P|P|03-JUL-2017|18|0|MBSI|6.1
P|P|03-JUL-2017|18|0|MISI|62.7
P|P|03-JUL-2017|18|0|MNSI|33.87
P|P|03-JUL-2017|18|0|NYSI|7.31
P|P|03-JUL-2017|18|0|ONZN|6.1
P|P|03-JUL-2017|18|0|PQAT|6.1
P|P|03-JUL-2017|18|0|PQBE|6.1
P|P|03-JUL-2017|18|0|PQDA|6.1
P|P|03-JUL-2017|18|0|PQDZ|6.1
P|P|03-JUL-2017|18|0|PQHA|6.1
P|P|03-JUL-2017|18|0|PQHZ|6.1
P|P|03-JUL-2017|18|0|PQPC|6.1
P|P|03-JUL-2017|18|0|PQQC|6.1
P|P|03-JUL-2017|18|0|PQSK|6.1
P|P|03-JUL-2017|18|0|PQXY|6.1
P|P|03-JUL-2017|19|0|MBSI|7.23
P|P|03-JUL-2017|19|0|MISI|35.31
P|P|03-JUL-2017|19|0|MNSI|30
P|P|03-JUL-2017|19|0|NYSI|7.23
P|P|03-JUL-2017|19|0|ONZN|7.23
P|P|03-JUL-2017|19|0|PQAT|7.23
P|P|03-JUL-2017|19|0|PQBE|7.23
P|P|03-JUL-2017|19|0|PQDA|7.23
P|P|03-JUL-2017|19|0|PQDZ|7.23
P|P|03-JUL-2017|19|0|PQHA|7.23
P|P|03-JUL-2017|19|0|PQHZ|7.23
P|P|03-JUL-2017|19|0|PQPC|7.23
P|P|03-JUL-2017|19|0|PQQC|7.23
P|P|03-JUL-2017|19|0|PQSK|7.23
P|P|03-JUL-2017|19|0|PQXY|7.23
P|P|03-JUL-2017|20|0|MBSI|6.06
P|P|03-JUL-2017|20|0|MISI|28.2
P|P|03-JUL-2017|20|0|MNSI|27.09
P|P|03-JUL-2017|20|0|NYSI|6.06
P|P|03-JUL-2017|20|0|ONZN|6.06
P|P|03-JUL-2017|20|0|PQAT|6.06
P|P|03-JUL-2017|20|0|PQBE|6.06
P|P|03-JUL-2017|20|0|PQDA|6.06
P|P|03-JUL-2017|20|0|PQDZ|6.06
P|P|03-JUL-2017|20|0|PQHA|6.06
P|P|03-JUL-2017|20|0|PQHZ|6.06
P|P|03-JUL-2017|20|0|PQPC|6.06
P|P|03-JUL-2017|20|0|PQQC|6.06
P|P|03-JUL-2017|20|0|PQSK|6.06
P|P|03-JUL-2017|20|0|PQXY|6.06
P|P|03-JUL-2017|21|0|MBSI|6.16
P|P|03-JUL-2017|21|0|MISI|29.55
P|P|03-JUL-2017|21|0|MNSI|26
P|P|03-JUL-2017|21|0|NYSI|6.16
P|P|03-JUL-2017|21|0|ONZN|6.16
P|P|03-JUL-2017|21|0|PQAT|6.16
P|P|03-JUL-2017|21|0|PQBE|6.16
P|P|03-JUL-2017|21|0|PQDA|6.16
P|P|03-JUL-2017|21|0|PQDZ|6.16
P|P|03-JUL-2017|21|0|PQHA|6.16
P|P|03-JUL-2017|21|0|PQHZ|6.16
P|P|03-JUL-2017|21|0|PQPC|6.16
P|P|03-JUL-2017|21|0|PQQC|6.16
P|P|03-JUL-2017|21|0|PQSK|6.16
P|P|03-JUL-2017|21|0|PQXY|6.16
P|P|03-JUL-2017|22|0|MBSI|6.08
P|P|03-JUL-2017|22|0|MISI|22.29
P|P|03-JUL-2017|22|0|MNSI|17.07
P|P|03-JUL-2017|22|0|NYSI|6.08
P|P|03-JUL-2017|22|0|ONZN|6.08
P|P|03-JUL-2017|22|0|PQAT|6.08
P|P|03-JUL-2017|22|0|PQBE|6.08
P|P|03-JUL-2017|22|0|PQDA|6.08
P|P|03-JUL-2017|22|0|PQDZ|6.08
P|P|03-JUL-2017|22|0|PQHA|6.08
P|P|03-JUL-2017|22|0|PQHZ|6.08
P|P|03-JUL-2017|22|0|PQPC|6.08
P|P|03-JUL-2017|22|0|PQQC|6.08
P|P|03-JUL-2017|22|0|PQSK|6.08
P|P|03-JUL-2017|22|0|PQXY|6.08
P|P|03-JUL-2017|23|0|MBSI|0
P|P|03-JUL-2017|23|0|MISI|24.48
P|P|03-JUL-2017|23|0|MNSI|22.18
P|P|03-JUL-2017|23|0|NYSI|20.11
P|P|03-JUL-2017|23|0|ONZN|0
P|P|03-JUL-2017|23|0|PQAT|0
P|P|03-JUL-2017|23|0|PQBE|0
P|P|03-JUL-2017|23|0|PQDA|0
P|P|03-JUL-2017|23|0|PQDZ|0
P|P|03-JUL-2017|23|0|PQHA|0
P|P|03-JUL-2017|23|0|PQHZ|0
P|P|03-JUL-2017|23|0|PQPC|0
P|P|03-JUL-2017|23|0|PQQC|0
P|P|03-JUL-2017|23|0|PQSK|0
P|P|03-JUL-2017|23|0|PQXY|0
P|P|03-JUL-2017|24|0|MBSI|-4
P|P|03-JUL-2017|24|0|MISI|21.51
P|P|03-JUL-2017|24|0|MNSI|21
P|P|03-JUL-2017|24|0|NYSI|17.67
P|P|03-JUL-2017|24|0|ONZN|-4
P|P|03-JUL-2017|24|0|PQAT|-4
P|P|03-JUL-2017|24|0|PQBE|-4
P|P|03-JUL-2017|24|0|PQDA|-4
P|P|03-JUL-2017|24|0|PQDZ|-4
P|P|03-JUL-2017|24|0|PQHA|-4
P|P|03-JUL-2017|24|0|PQHZ|-4
P|P|03-JUL-2017|24|0|PQPC|-4
P|P|03-JUL-2017|24|0|PQQC|-4
P|P|03-JUL-2017|24|0|PQSK|-4
P|P|03-JUL-2017|24|0|PQXY|-4
N|X|03-JUL-2017|1|0|104502|NYSI|-117.77
N|X|03-JUL-2017|1|0|104503|NYSI|-117.77
N|X|03-JUL-2017|1|0|104504|NYSI|-117.77
N|X|03-JUL-2017|1|0|104505|NYSI|-117.77
N|X|03-JUL-2017|1|0|104506|NYSI|-138.62
N|X|03-JUL-2017|1|0|104507|NYSI|-138.62
N|X|03-JUL-2017|1|0|104508|NYSI|-138.62
N|X|03-JUL-2017|1|0|104509|NYSI|-138.62
N|X|03-JUL-2017|1|0|104510|NYSI|-138.62
N|X|03-JUL-2017|1|0|104511|NYSI|-138.62
N|X|03-JUL-2017|1|0|104512|NYSI|-138.62
N|X|03-JUL-2017|1|0|104513|NYSI|-138.62
N|X|03-JUL-2017|1|0|104514|NYSI|-138.62
N|X|03-JUL-2017|1|0|104515|NYSI|-138.62
N|X|03-JUL-2017|1|0|104516|NYSI|-138.62
N|X|03-JUL-2017|1|0|104517|NYSI|-138.62
N|X|03-JUL-2017|1|0|104518|NYSI|-138.62
N|X|03-JUL-2017|1|0|104519|NYSI|-138.62
N|X|03-JUL-2017|1|0|104520|NYSI|-138.62
N|X|03-JUL-2017|1|0|104521|NYSI|-138.62
N|X|03-JUL-2017|1|0|104522|NYSI|-138.62
N|X|03-JUL-2017|1|0|104523|NYSI|-138.62
N|X|03-JUL-2017|1|0|104524|NYSI|-138.62
N|X|03-JUL-2017|1|0|104525|NYSI|-138.62
N|X|03-JUL-2017|1|0|104526|NYSI|-138.62
N|X|03-JUL-2017|1|0|104527|NYSI|-138.62
N|X|03-JUL-2017|1|0|104529|NYSI|-138.62
N|X|03-JUL-2017|1|0|104533|NYSI|-117.77
N|X|03-JUL-2017|1|0|104534|NYSI|-117.77
N|X|03-JUL-2017|1|0|104535|NYSI|-117.77
N|X|03-JUL-2017|1|0|104536|NYSI|-117.77
N|X|03-JUL-2017|1|0|104537|NYSI|-117.77
N|X|03-JUL-2017|1|0|104538|NYSI|-117.77
N|X|03-JUL-2017|1|0|104539|NYSI|-138.62
N|X|03-JUL-2017|1|0|104540|NYSI|-138.62
N|X|03-JUL-2017|1|0|104541|NYSI|-138.62
N|X|03-JUL-2017|1|0|104542|NYSI|-138.62
N|X|03-JUL-2017|1|0|104543|NYSI|-138.62
N|X|03-JUL-2017|1|0|104544|NYSI|-138.62
N|X|03-JUL-2017|1|0|104545|NYSI|-138.62
N|X|03-JUL-2017|1|0|104546|NYSI|-138.62
N|X|03-JUL-2017|1|0|104547|NYSI|-138.62
N|X|03-JUL-2017|1|0|104548|NYSI|-138.62
N|X|03-JUL-2017|1|0|104549|NYSI|-138.62
N|X|03-JUL-2017|1|0|104550|NYSI|-138.62
N|X|03-JUL-2017|1|0|104551|NYSI|-138.62
N|X|03-JUL-2017|1|0|104552|NYSI|-138.62
N|X|03-JUL-2017|1|0|104574|NYSI|-138.62
N|X|03-JUL-2017|1|0|104575|NYSI|-138.62
N|X|03-JUL-2017|1|0|104576|NYSI|-138.62
N|X|03-JUL-2017|1|0|104578|NYSI|-135.79
N|X|03-JUL-2017|1|0|104579|NYSI|-135.79
N|X|03-JUL-2017|1|0|104580|NYSI|-135.79
N|X|03-JUL-2017|1|0|104581|NYSI|-135.79
N|X|03-JUL-2017|1|0|104582|NYSI|-135.79
N|X|03-JUL-2017|1|0|104583|NYSI|-135.79
N|X|03-JUL-2017|1|0|104584|NYSI|-135.79
N|X|03-JUL-2017|1|0|104585|NYSI|-135.79
N|X|03-JUL-2017|1|0|104586|NYSI|-135.79
N|X|03-JUL-2017|1|0|104587|NYSI|-135.79
N|X|03-JUL-2017|1|0|104588|NYSI|-135.79
N|X|03-JUL-2017|1|0|104589|NYSI|-135.79
N|X|03-JUL-2017|1|0|104590|NYSI|-135.79
N|X|03-JUL-2017|1|0|104591|NYSI|-135.79
N|X|03-JUL-2017|1|0|104600|NYSI|-135.79
N|X|03-JUL-2017|1|0|104604|NYSI|-135.79
N|X|03-JUL-2017|1|0|104605|NYSI|-135.79
N|X|03-JUL-2017|1|0|104606|NYSI|-135.79
N|X|03-JUL-2017|1|0|104607|NYSI|-135.79
N|X|03-JUL-2017|1|0|104608|NYSI|-135.79
N|X|03-JUL-2017|1|0|104609|NYSI|-135.79
N|X|03-JUL-2017|1|0|104610|NYSI|-135.79
N|X|03-JUL-2017|1|0|104611|NYSI|-135.79
N|X|03-JUL-2017|1|0|104612|NYSI|-135.79
N|X|03-JUL-2017|1|0|104613|NYSI|-135.79
N|X|03-JUL-2017|1|0|104614|NYSI|-135.79
N|X|03-JUL-2017|1|0|104615|NYSI|-135.79
N|X|03-JUL-2017|1|0|104616|NYSI|-135.79
N|X|03-JUL-2017|1|0|104617|NYSI|-135.79
N|X|03-JUL-2017|1|0|104618|NYSI|-135.79
N|X|03-JUL-2017|1|0|104619|NYSI|-135.79
N|X|03-JUL-2017|1|0|104620|NYSI|-135.79
N|X|03-JUL-2017|1|0|104621|NYSI|-135.79
N|X|03-JUL-2017|1|0|104622|NYSI|-135.79
N|X|03-JUL-2017|1|0|104624|NYSI|-131.76
N|X|03-JUL-2017|1|0|104625|NYSI|-131.76
N|X|03-JUL-2017|1|0|104626|NYSI|-131.76
N|X|03-JUL-2017|1|0|104627|NYSI|-131.76
N|X|03-JUL-2017|1|0|104628|NYSI|-131.76
N|X|03-JUL-2017|1|0|104629|NYSI|-131.76
N|X|03-JUL-2017|1|0|104630|NYSI|-131.76
N|X|03-JUL-2017|1|0|104631|NYSI|-131.76
N|X|03-JUL-2017|1|0|104632|NYSI|-131.76
N|X|03-JUL-2017|1|0|104633|NYSI|-131.76
N|X|03-JUL-2017|1|0|104634|NYSI|-131.76
N|X|03-JUL-2017|1|0|104635|NYSI|-131.76
N|X|03-JUL-2017|1|0|104636|NYSI|-131.76
N|X|03-JUL-2017|1|0|104647|NYSI|-131.76
N|X|03-JUL-2017|1|0|104655|NYSI|-131.76
N|X|03-JUL-2017|1|0|104656|NYSI|-131.76
N|X|03-JUL-2017|1|0|104657|NYSI|-131.76
N|X|03-JUL-2017|1|0|104658|NYSI|-131.76
N|X|03-JUL-2017|1|0|104659|NYSI|-131.76
N|X|03-JUL-2017|1|0|104660|NYSI|-131.76
N|X|03-JUL-2017|1|0|104661|NYSI|-131.76
N|X|03-JUL-2017|1|0|104662|NYSI|-131.76
N|X|03-JUL-2017|1|0|104663|NYSI|-131.76
N|X|03-JUL-2017|1|0|104664|NYSI|-131.76
N|X|03-JUL-2017|1|0|104665|NYSI|-131.76
N|X|03-JUL-2017|1|0|104666|NYSI|-131.76
N|X|03-JUL-2017|1|0|104667|NYSI|-131.76
N|X|03-JUL-2017|1|0|104668|NYSI|-131.76
N|X|03-JUL-2017|1|0|104669|NYSI|-131.76
N|X|03-JUL-2017|1|0|104670|NYSI|-131.76
N|X|03-JUL-2017|1|0|104686|NYSI|-135.79
N|X|03-JUL-2017|1|0|104687|NYSI|-135.79
N|X|03-JUL-2017|1|0|104688|NYSI|-135.79
N|X|03-JUL-2017|1|0|104689|NYSI|-135.79
N|X|03-JUL-2017|1|0|104690|NYSI|-135.79
N|X|03-JUL-2017|1|0|104691|NYSI|-135.79
N|X|03-JUL-2017|1|0|104700|NYSI|-117.77
N|X|03-JUL-2017|1|0|104708|NYSI|-131.76
N|X|03-JUL-2017|1|0|104709|NYSI|-131.76
N|X|03-JUL-2017|1|0|104710|NYSI|-131.76
N|X|03-JUL-2017|1|0|104711|NYSI|-131.76
N|X|03-JUL-2017|1|0|104712|NYSI|-131.76
N|X|03-JUL-2017|1|0|104713|NYSI|-131.76
N|X|03-JUL-2017|1|0|104714|NYSI|-131.76
N|X|03-JUL-2017|1|0|104715|NYSI|-131.76
N|X|03-JUL-2017|1|0|104716|NYSI|-131.76
N|X|03-JUL-2017|1|0|104717|NYSI|-131.76
N|X|03-JUL-2017|1|0|104744|NYSI|-138.62
N|X|03-JUL-2017|1|0|104745|NYSI|-138.62
N|X|03-JUL-2017|1|0|104746|NYSI|-138.62
N|X|03-JUL-2017|1|0|104747|NYSI|-138.62
N|X|03-JUL-2017|1|0|104753|NYSI|-117.77
N|X|03-JUL-2017|1|0|104754|NYSI|-117.77
N|X|03-JUL-2017|1|0|104755|NYSI|-117.77
N|X|03-JUL-2017|1|0|104756|NYSI|-117.77
N|X|03-JUL-2017|1|0|104757|NYSI|-117.77
N|X|03-JUL-2017|1|0|104758|NYSI|-117.77
N|X|03-JUL-2017|1|0|104759|NYSI|-117.77
N|X|03-JUL-2017|1|0|104760|NYSI|-117.77
N|X|03-JUL-2017|1|0|104761|NYSI|-117.77
N|X|03-JUL-2017|1|0|104766|NYSI|-138.62
N|X|03-JUL-2017|1|0|104786|NYSI|-138.62
N|X|03-JUL-2017|1|0|104787|NYSI|-138.62
N|X|03-JUL-2017|1|0|104788|NYSI|-138.62
N|X|03-JUL-2017|1|0|104813|NYSI|-138.62
N|X|03-JUL-2017|1|0|104814|NYSI|-138.62
N|X|03-JUL-2017|1|0|104815|NYSI|-138.62
N|X|03-JUL-2017|1|0|104816|NYSI|-138.62
N|X|03-JUL-2017|1|0|104817|NYSI|-138.62
N|X|03-JUL-2017|1|0|104818|NYSI|-138.62
N|X|03-JUL-2017|1|0|104819|NYSI|-138.62
N|X|03-JUL-2017|1|0|104820|NYSI|-138.62
N|X|03-JUL-2017|1|0|104821|NYSI|-138.62
N|X|03-JUL-2017|1|0|104822|NYSI|-138.62
N|X|03-JUL-2017|1|0|104823|NYSI|-138.62
N|X|03-JUL-2017|1|0|104824|NYSI|-138.62
N|X|03-JUL-2017|1|0|104825|NYSI|-138.62
N|X|03-JUL-2017|1|0|104826|NYSI|-138.62
N|X|03-JUL-2017|1|0|104827|NYSI|-138.62
N|X|03-JUL-2017|1|0|104828|NYSI|-138.62
N|X|03-JUL-2017|1|0|104829|NYSI|-138.62
N|X|03-JUL-2017|1|0|104830|NYSI|-138.62
N|X|03-JUL-2017|1|0|104835|NYSI|-138.62
N|X|03-JUL-2017|1|0|104836|NYSI|-135.79
N|X|03-JUL-2017|1|0|104837|NYSI|-135.79
N|X|03-JUL-2017|1|0|104838|NYSI|-135.79
N|X|03-JUL-2017|1|0|104839|NYSI|-135.79
N|X|03-JUL-2017|1|0|104840|NYSI|-135.79
N|X|03-JUL-2017|1|0|104845|NYSI|-138.62
N|X|03-JUL-2017|1|0|104846|NYSI|-138.62
N|X|03-JUL-2017|1|0|104847|NYSI|-138.62
N|X|03-JUL-2017|1|0|104848|NYSI|-138.62
N|X|03-JUL-2017|1|0|104849|NYSI|-138.62
N|X|03-JUL-2017|1|0|104850|NYSI|-138.62
N|X|03-JUL-2017|1|0|104851|NYSI|-138.62
N|X|03-JUL-2017|1|0|104852|NYSI|-138.62
N|X|03-JUL-2017|1|0|104853|NYSI|-138.62
N|X|03-JUL-2017|1|0|104854|NYSI|-138.62
N|X|03-JUL-2017|1|0|104855|NYSI|-138.62
N|X|03-JUL-2017|1|0|104856|NYSI|-138.62
N|X|03-JUL-2017|1|0|104857|NYSI|-138.62
N|X|03-JUL-2017|1|0|104858|NYSI|-135.79
N|X|03-JUL-2017|1|0|104859|NYSI|-135.79
N|X|03-JUL-2017|1|0|104860|NYSI|-135.79
N|X|03-JUL-2017|1|0|104861|NYSI|-135.79
N|X|03-JUL-2017|1|0|104862|NYSI|-135.79
N|X|03-JUL-2017|1|0|104863|NYSI|-135.79
N|X|03-JUL-2017|1|0|104864|NYSI|-135.79
N|X|03-JUL-2017|1|0|104865|NYSI|-135.79
N|X|03-JUL-2017|1|0|104866|NYSI|-135.79
N|X|03-JUL-2017|1|0|104867|NYSI|-135.79
N|X|03-JUL-2017|1|0|104868|NYSI|-135.79
N|X|03-JUL-2017|1|0|104869|NYSI|-135.79
N|X|03-JUL-2017|1|0|104870|NYSI|-135.79
N|X|03-JUL-2017|1|0|104871|NYSI|-135.79
N|X|03-JUL-2017|1|0|104872|NYSI|-135.79
N|X|03-JUL-2017|1|0|104873|NYSI|-135.79
N|X|03-JUL-2017|1|0|104874|NYSI|-135.79
N|X|03-JUL-2017|1|0|104875|NYSI|-135.79
N|X|03-JUL-2017|1|0|104876|NYSI|-135.79
N|X|03-JUL-2017|1|0|104877|NYSI|-135.79
N|X|03-JUL-2017|1|0|104878|NYSI|-135.79
N|X|03-JUL-2017|1|0|104879|NYSI|-135.79
N|X|03-JUL-2017|1|0|104880|NYSI|-135.79
N|X|03-JUL-2017|1|0|104881|NYSI|-135.79
N|X|03-JUL-2017|1|0|104893|NYSI|-135.79
N|X|03-JUL-2017|1|0|104894|NYSI|-135.79
N|X|03-JUL-2017|1|0|104895|NYSI|-135.79
N|X|03-JUL-2017|1|0|104896|NYSI|-135.79
N|X|03-JUL-2017|1|0|104897|NYSI|-135.79
N|X|03-JUL-2017|1|0|104898|NYSI|-135.79
N|X|03-JUL-2017|1|0|104899|NYSI|-135.79
N|X|03-JUL-2017|1|0|104900|NYSI|-135.79
N|X|03-JUL-2017|1|0|104901|NYSI|-135.79
N|X|03-JUL-2017|1|0|104902|NYSI|-135.79
N|X|03-JUL-2017|1|0|104903|NYSI|-135.79
N|X|03-JUL-2017|1|0|104905|NYSI|-131.76
N|X|03-JUL-2017|1|0|104906|NYSI|-131.76
